Acc_ID,Limit,SEX,EDUCATION,MARRIAGE,Debt,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month
22212,50200,1,2,3,53,49859,51220,50150,10683,9953,9567,2502,1500,1300,803,1000,1500,0
22213,170400,1,2,1,39,164241,167121,165439,120084,123439,107682,8022,6196,4300,5001,4006,4007,0
22214,110500,2,3,2,42,105157,97809,100370,91061,65582,67002,7,5200,5000,2504,2600,2702,0
22215,130100,2,2,1,27,45565,46612,47337,45854,46822,47567,2107,1807,1800,1703,2002,1853,0
22216,30100,1,2,1,50,12924,14204,15467,16497,16923,17649,1501,1500,1300,703,1000,1000,0
22217,500200,2,1,1,48,28413,72227,248816,179086,160121,52190,72237,248902,3582,3205,52190,53710,0
22218,360400,2,3,2,31,11818,19731,26381,9781,8719,18076,10007,13021,9781,3,10000,8752,0
22219,50400,2,2,2,26,16095,50917,34036,9568,9913,10132,36031,1807,1000,500,400,500,0
22220,130300,1,3,1,46,1478,1831,2839,2756,1585,1215,1832,2831,2756,1590,1215,2402,1
22221,220200,1,1,2,39,185960,181592,186063,188465,192758,196493,2,9000,7000,7505,7100,7500,0
22222,130200,2,1,2,26,7355,3705,6,0,0,297,3728,0,0,2,297,0,0
22223,30200,2,3,1,49,27950,27040,27884,26640,25896,25481,2001,1800,1500,1502,1500,1500,0
22224,200100,2,2,3,37,1993,8292,9436,2040,16338,2076,8294,9427,2240,16002,2076,833,0
22225,60300,1,1,2,26,395,785,6,0,371,18239,785,0,0,376,18239,650,1
22226,150500,2,2,1,36,39467,42834,41851,42844,43999,45110,4004,0,2000,2000,2000,2000,1
22227,80500,2,1,2,25,78361,831,-501,3129,1956,4246,827,0,4969,4995,2500,4000,0
22228,360400,2,2,2,27,443,447,448,442,434,442,451,444,444,440,452,886,0
22229,50200,2,2,1,26,44160,41909,46182,40675,0,0,5004,5000,2000,2,0,0,0
22230,400100,1,2,1,42,405367,397759,389911,384981,381863,359314,7,0,0,110,2281,42617,1
22231,10100,1,1,2,26,7685,10165,9851,9554,9515,9700,2623,0,400,503,500,900,1
22232,50300,2,3,2,45,43831,40689,37345,31278,31811,28656,1953,1829,1644,4405,1104,2504,0
22233,90200,2,3,1,47,320,10763,10619,316,316,316,10763,10613,316,320,316,316,0
22234,500100,1,1,2,36,5926,11180,21183,5086,9552,14389,11199,21193,5094,9568,14403,5233,0
22235,200100,1,1,1,54,195051,5,9,0,1000,0,2,0,0,1001,0,0,0
22236,260400,1,1,2,30,829,655,834,644,819,1294,653,1000,644,1003,1300,825,0
22237,70400,1,1,2,52,43052,43262,44122,41112,39922,40150,3003,4000,0,1504,3000,5000,0
22238,150200,1,1,2,33,64382,14059,140239,98674,107664,111561,14128,140951,10000,10004,5219,50005,0
22239,20400,1,2,2,24,17681,18838,19009,18982,13762,0,1457,1400,380,2,0,0,1
22240,30400,2,1,2,24,29297,28814,30013,30452,29197,29381,1806,2000,1200,1600,1211,1165,0
22241,220300,1,1,1,52,3487,6747,4037,3576,2378,5946,6762,4028,3576,2383,5946,1489,0
22242,20400,1,2,1,28,1052,1055,1057,1050,1050,1050,4,0,0,4,0,0,1
22243,120400,2,1,2,27,105170,109461,105817,98712,84856,70059,8005,3000,4100,4001,3600,2000,1
22244,20300,1,2,1,42,12131,12924,14817,15267,15714,16308,1303,2100,1000,1002,1000,1000,1
22245,200200,1,1,2,34,-167,421,90,667,251,-165,1004,499,1000,0,0,1000,0
22246,230400,2,2,2,30,24869,24442,3909,870,0,0,4307,3900,870,0,0,0,0
22247,50200,1,2,2,26,20637,17797,17428,17273,18827,16996,1607,1702,1500,2008,16,607,1
22248,50100,2,3,1,62,2022,5,7,0,0,0,1,0,0,1,0,202,0
22249,230400,2,1,2,27,52910,54459,53466,55128,52788,53671,3002,2000,2500,2500,2000,2000,0
22250,20500,2,2,1,43,6567,4465,1506,8745,5316,4058,2,1500,8745,1,0,1664,0
22251,330300,1,1,2,33,2148,641,7,4009,0,2307,6,0,4009,0,2307,0,0
22252,210300,2,2,2,27,193346,160513,156431,146954,137937,134581,8005,6005,5200,5502,5000,5500,0
22253,150300,2,1,1,47,884,263,638,349,2825,2240,262,629,3,2828,0,2011,0
22254,100100,1,1,2,33,3748,11978,13146,7170,386,1617,12082,13210,7192,386,1621,4366,0
22255,310100,1,1,2,27,47335,48952,49745,53602,40510,43742,4002,5000,5052,9951,5000,5000,0
22256,290400,1,2,1,51,934,1734,6,0,0,0,1733,0,0,1,0,335,0
22257,260300,2,1,2,38,2994,5,9,0,0,150,1,0,0,3,150,310,0
22258,80100,1,2,2,30,9932,11451,13159,13233,13663,13994,2006,2200,600,653,700,1449,1
22259,80500,2,2,2,29,78937,78249,81591,78795,79402,80385,3406,6900,0,2800,3100,3000,0
22260,60500,2,1,2,26,57803,58965,60871,59279,59176,58128,2967,2866,2279,2281,2128,2237,0
22261,340200,2,2,1,31,20819,11711,606,-470,50813,50271,1007,600,0,51286,1193,5000,0
22262,20300,1,2,2,29,7324,7766,640,4481,6481,3465,2006,631,4481,2002,300,3332,1
22263,100200,2,2,2,26,59220,60469,61963,63228,64561,66025,2201,2500,2300,2352,2540,4920,0
22264,430200,1,1,2,35,416683,424745,434842,378571,228568,232668,16007,18016,16005,9006,9013,8010,0
22265,290400,1,1,2,29,351,5,2771,6116,10462,1052,4,2765,6200,10479,1052,1481,1
22266,30500,1,2,2,29,1,5,8,0,2805,0,4,0,0,2806,0,0,0
22267,150500,2,2,2,25,108928,109710,108756,108116,108951,109901,4001,5500,4000,4104,4300,4000,0
22268,180100,1,2,1,54,320,321,322,316,316,316,321,316,316,320,316,466,1
22269,50400,1,3,2,47,48061,48928,48933,33778,19492,19582,2332,2000,1235,624,1000,1000,0
22270,50400,2,1,2,25,12808,13495,6,0,0,0,7524,0,0,1,0,0,1
22271,110400,1,2,1,44,70269,74107,77908,84592,82350,87186,5005,5000,8000,5,7000,0,1
22272,80100,1,1,2,30,2947,4604,1872,3309,1446,390,4600,0,1446,0,0,2493,0
22273,200100,2,2,1,51,4706,3151,4493,13390,8009,5010,2314,3518,12537,46,514,2811,0
22274,380100,1,1,1,37,-1,15104,1305,0,0,0,15111,1300,0,3,0,0,0
22275,160200,1,1,1,48,5,5,6,0,0,0,6,0,0,5,0,0,1
22276,450200,2,2,1,54,2547,2550,1167,1103,110,187,2559,1273,1109,1,187,2014,0
22277,50400,1,2,1,36,5,1123,675,0,0,0,1125,673,0,2,0,0,0
22278,360500,2,1,2,45,4,7226,26201,0,3550,2511,7222,26194,0,3550,2511,6895,0
22279,30300,1,1,2,35,21111,24122,24432,24627,24093,24785,3381,1000,900,0,1094,1000,1
22280,30300,2,2,1,35,2404,2405,2407,2400,2400,2400,6,0,0,3,0,0,1
22281,360100,1,2,1,39,3,5,7,0,0,0,7,0,0,2,0,0,1
22282,150400,2,2,2,29,12274,4452,5237,1623,0,0,4453,1000,1623,4,0,0,0
22283,30200,2,3,2,44,26013,27180,27828,28481,28265,28852,2007,1577,1626,800,814,629,1
22284,150100,2,1,2,28,947,621,296,326,740,17481,3,0,362,741,17481,1000,1
22285,600500,2,2,2,31,501502,510475,520498,525749,480722,460068,19505,20462,19445,17348,16536,16845,0
22286,50100,1,3,2,27,25061,26654,28210,30727,30098,32580,2003,2000,3000,0,3000,3000,0
22287,180300,2,2,2,27,5004,1605,2706,12000,0,1995,1603,2700,12000,1,1995,0,0
22288,80400,2,2,1,38,6748,561,565,2904,556,4226,559,556,2904,557,4226,3683,0
22289,110400,1,2,2,52,69565,51269,51593,49601,50485,50565,2502,1800,1800,2005,2000,2000,0
22290,180500,2,2,1,33,151311,143030,140991,85948,80069,77462,6004,6000,8009,3,3000,3000,0
22291,170400,2,3,2,32,38908,37984,37075,37960,38796,39267,5149,0,1508,1605,1264,1391,0
22292,100400,1,2,1,31,1203,2105,8,0,0,0,2105,0,0,1,0,4332,1
22293,180200,2,3,2,25,3,35305,1009,0,0,1245,35302,1000,0,5,1245,0,0
22294,50500,2,3,1,44,34544,30562,29583,29529,28276,28768,1003,1000,1000,1005,1000,1000,0
22295,500300,2,1,2,30,16091,36640,75440,928,56705,81334,37042,78079,1708,25004,106260,20000,0
22296,230200,2,1,2,34,2,356,7,0,0,0,353,0,0,5,0,432,0
22297,50200,2,2,2,43,20238,19640,19051,18300,17900,17900,6,0,0,1,0,0,1
22298,330200,1,3,1,38,4,5,7,0,0,0,4,0,0,0,0,0,0
22299,400100,2,2,2,46,4991,2991,96875,33745,5143,1601,3007,97353,33913,5170,1611,0,0
22300,340300,2,1,2,28,17213,19267,20019,19728,19042,11728,2642,1353,531,17,235,1400,0
22301,50100,1,2,2,38,19654,20531,19917,22096,22438,21941,1503,0,2531,1001,0,2000,1
22302,400300,2,1,2,49,6575,8160,11731,10570,15120,11453,8198,11755,10617,15194,11495,18506,0
22303,10400,1,2,2,25,5860,6727,8312,9405,9100,13392,1118,1700,1230,0,761,0,0
22304,150200,2,1,2,30,147333,147004,146284,147946,145846,143531,6743,6850,5664,5660,5480,5310,0
22305,150200,2,2,1,26,6159,5,8,316,316,316,4,0,316,316,316,316,0
22306,130500,1,1,2,32,80530,77944,78533,63421,60269,59984,3706,3916,3000,3000,3000,1000,0
22307,140400,1,2,2,43,-7,-5,1075,0,0,0,3,1076,0,5,0,0,0
22308,200100,1,1,1,54,-766,-763,-760,-768,-768,-768,2,0,0,2,0,1536,0
22309,130100,1,1,2,31,16761,21486,22398,22535,24236,20246,5005,1598,744,2005,744,3000,0
22310,160200,1,2,2,29,5,5,7,0,0,0,4,0,0,3,0,0,0
22311,150100,2,1,2,25,2906,5,6,0,0,0,1,0,0,4,0,0,1
22312,120400,2,3,1,48,4945,5,7,0,0,0,1,0,0,2,0,0,1
22313,440400,2,2,2,36,3096,3858,4020,821,821,821,1151,1084,821,825,821,821,0
22314,50500,2,2,1,27,41892,33854,30228,30235,28979,23593,1786,2016,1450,1318,814,978,0
22315,10400,2,3,2,24,10014,9789,9481,8947,9135,8613,2458,7,308,320,328,1000,1
22316,200500,2,3,2,51,3,5,3622,714,0,0,1,3614,721,5,0,6728,1
22317,30200,1,2,2,37,21710,22588,25073,23237,0,0,1547,3026,0,3,0,0,1
22318,240100,2,2,1,57,138789,141899,143278,201082,215709,204302,6504,5000,60000,17467,6516,20002,0
22319,450400,1,2,1,47,133,1931,15680,18552,24222,32867,1929,15671,18574,24231,32885,9343,0
22320,30500,2,3,1,33,23373,24693,24996,24288,26098,25530,2005,1000,0,2202,0,1100,1
22321,400100,1,1,2,29,21016,10112,240252,287499,86684,6796,5063,241366,278006,429,34,2966,0
22322,50500,1,1,2,25,47202,47553,48408,28331,29174,29739,1402,1800,1100,1301,1200,1100,0
22323,30500,1,1,2,37,1774,9624,3,-6,-6,-6,9648,0,0,2,0,2011,0
22324,360500,2,1,2,34,3,5,6,0,0,0,7,0,0,2,0,0,1
22325,10300,2,2,2,27,9151,9211,10057,9850,8214,8054,1190,1030,1000,1000,2000,2000,0
22326,20300,1,2,2,27,19773,19468,21004,19468,36702,0,1472,4000,0,368,0,0,1
22327,130400,1,2,2,30,134508,135629,129965,93360,90040,89873,6203,0,3500,3238,3216,3207,1
22328,20400,2,1,2,27,14789,15267,17656,19311,18650,20061,3004,2650,2000,1003,1561,1000,0
22329,70300,2,2,1,44,50889,51980,52535,53560,54653,55797,2206,2000,2500,2103,2200,2100,1
22330,280300,2,2,2,29,297196,284467,283380,238039,234017,145132,3,11143,7300,6026,6000,3500,0
22331,200100,2,3,2,35,3,5,8,0,1246,-3,6,0,0,1248,0,1266,0
22332,290500,2,2,1,38,277453,271085,280517,198869,222558,134187,52002,40504,20000,30007,15004,4012,0
22333,20100,1,3,2,24,9129,8840,11094,10618,10304,11232,5,2400,0,3,1100,0,1
22334,20500,1,1,2,28,20574,19094,19666,19453,19108,18868,1326,1600,830,702,674,376,0
22335,60200,1,2,2,30,37793,39371,41538,42048,41241,44056,2506,3114,1496,2,3500,0,1
22336,260400,2,3,1,42,137616,137138,134976,88806,86858,89970,5702,9000,4500,0,5000,3700,1
22337,310300,1,2,2,28,22941,255045,241101,242850,237818,237762,240103,9012,8549,8324,8524,9052,0
22338,140300,2,1,2,34,87715,88911,88742,91287,91057,91538,5005,5000,5000,5005,3500,3500,0
22339,150300,2,2,1,33,101430,104019,108238,109374,111279,125353,3876,5500,4005,3246,15500,4000,0
22340,170400,2,2,1,33,60645,63953,62096,63000,0,0,5002,5000,4000,2,0,3300,0
22341,30300,1,3,1,46,17191,24050,23187,22000,22000,0,7906,0,0,4,0,0,0
22342,60100,2,1,2,24,21974,24617,16720,8549,7635,12258,3131,1392,5033,3603,5200,3647,0
22343,360500,2,1,2,39,4745,4539,6498,8422,8665,0,6,2000,2000,244,0,0,1
22344,330200,2,1,1,59,881,2309,7,440,0,115,2308,0,440,4,115,0,1
22345,200100,2,2,2,31,4649,5675,8113,7523,8345,19030,1268,2700,0,1001,11000,707,0
22346,210200,2,2,1,42,12559,565,5296,2000,900,406,565,5287,2000,902,406,900,0
22347,80100,2,3,2,57,78913,80367,77994,78803,50140,47757,84362,3837,3141,2005,2000,2000,0
22348,50200,1,3,2,43,44002,49128,49403,50360,19971,19694,10002,4000,5000,3002,4500,2000,0
22349,350500,2,1,1,42,5041,14999,3109,17321,-22,4443,15076,3116,17414,3,4465,9434,0
22350,20500,1,3,1,49,19741,19142,19863,15422,19279,9537,5,1200,0,9539,0,0,0
22351,640300,2,1,2,43,55648,56661,60194,59218,58963,58992,3006,5000,2300,2130,2125,2222,0
22352,750500,2,1,2,29,9501,9660,401012,399493,400993,409483,250002,401003,7990,11001,417990,3080,0
22353,200200,1,3,1,46,138880,144090,142526,151078,176717,168431,6444,5000,10000,27081,10017,4200,0
22354,50500,2,2,3,31,52519,51429,49976,20036,20076,37615,2,0,2000,1002,1000,1600,1
22355,440300,2,1,1,38,14237,11066,19677,18613,13669,24849,11071,19669,33152,5,20000,7046,0
22356,70400,1,1,2,31,837,421,841,416,416,1132,1,832,0,419,1132,0,0
22357,80100,1,2,2,27,837,421,839,416,832,416,6,832,0,836,0,416,1
22358,320500,1,1,1,49,206733,201937,215398,218370,220977,225021,3,18300,8000,7701,7700,0,1
22359,50300,1,2,2,25,352,355,408,1695,12645,12584,356,400,1695,11301,485,2400,0
22360,90100,1,2,1,41,20613,21961,23286,23812,24377,24821,1679,2000,1220,1100,1000,1100,0
22361,150300,2,2,2,30,3564,4729,2638,2584,1371,0,1229,2634,1008,509,0,0,0
22362,30300,2,2,2,27,27113,27465,29716,29452,11124,0,1457,3623,2000,1041,0,0,1
22363,150400,2,3,1,50,9733,5,1375,1388,3118,1148,3,1366,1388,3118,1148,496,0
22364,200100,1,2,1,44,68673,69707,70022,72073,71690,73661,4007,4000,5000,2567,5000,5000,1
22365,100200,1,1,2,56,99936,42394,41848,40291,40556,40534,1717,1639,1418,1620,1529,1414,0
22366,60500,2,3,1,30,60720,60796,46352,44425,17785,17796,2265,0,1573,803,800,800,0
22367,240500,2,1,1,36,3668,5775,10418,4578,5928,5619,5774,10420,1150,5931,3619,13227,1
22368,200500,2,2,1,36,2503,9819,8,4379,1699,0,9817,0,4379,0,0,0,1
22369,100500,2,2,2,28,784,5,399,390,390,380,3,390,390,394,380,400,0
22370,20300,2,2,2,27,18828,18550,18614,18904,19433,18902,1302,1613,1301,833,698,822,1
22371,90300,2,3,1,54,42570,43583,44890,43906,43767,43619,2024,2325,1510,1199,2380,1204,0
22372,50400,2,3,1,44,44501,46745,45725,44696,43848,44718,3245,0,0,0,1600,1845,1
22373,20100,1,2,2,44,20253,19642,19545,20080,18855,20130,3,2000,841,697,1600,0,1
22374,180500,2,1,2,33,1165,2889,1171,4685,1165,3472,2895,1165,4685,3,3472,799,0
22375,140400,2,1,2,27,21596,14026,10093,89223,58280,44593,6,2000,83000,3002,32000,2000,1
22376,60200,2,2,1,29,25548,24843,27732,26981,28921,29506,5,3300,0,2404,1200,1300,1
22377,50100,1,2,2,40,28656,24592,25476,31488,68450,31036,2,5000,10000,5000,2500,0,0
22378,30100,2,3,1,46,33386,34552,35107,32859,32041,31262,2007,1500,0,1113,1175,2200,1
22379,270100,2,2,2,30,38877,38594,27854,21787,16429,5488,6005,2000,1200,331,2000,8258,0
22380,40200,2,1,2,50,34873,34454,33643,34586,34762,35673,1601,1600,1500,1505,1500,1500,0
22381,170300,1,2,2,28,713,181,471,1422,582,291,178,1000,1422,295,0,291,0
22382,200300,2,1,1,31,38400,20698,27940,12585,45031,19836,1,15015,0,45035,20000,45010,0
22383,290300,1,2,2,31,797,269,271,264,260,4738,270,0,0,262,4746,53902,0
22384,160100,1,2,1,47,11574,11097,12908,12396,13692,13323,3,2000,0,1503,0,2000,0
22385,210200,2,2,2,38,31091,58059,44633,43339,44245,45125,28010,15000,1552,1608,1615,1698,0
22386,100400,1,1,1,62,8316,8036,5799,3860,2599,2712,5,0,0,3,2712,0,0
22387,490100,1,1,1,36,23397,19459,17201,15691,14466,13908,1211,1107,507,1507,1500,3615,0
22388,20500,1,1,2,24,18555,17474,18423,20234,18438,18225,4,1576,2396,5,1200,2500,0
22389,240100,2,3,1,37,238168,236691,186622,189470,119525,121178,8528,9100,8244,5001,5000,4011,1
22390,160300,1,1,1,38,819,321,322,316,316,316,317,316,316,318,316,316,1
22391,80400,1,2,2,34,19074,16111,57532,54990,52458,54093,3902,50000,2000,2003,2344,1235,0
22392,310100,1,1,1,45,2435,266,2753,-626,110,-154,4,4000,0,1002,0,0,0
22393,20400,1,3,2,26,3729,5651,6817,14046,13924,16924,2001,1262,7500,279,3000,0,0
22394,110300,2,2,1,45,108618,114859,105284,107561,105502,103813,9604,0,4000,3765,4000,4200,0
22395,50200,2,3,1,60,25780,5,7,0,0,0,5,0,0,4,0,0,0
22396,110400,2,2,2,24,1882,2512,1329,1270,63697,51866,1004,1000,100,63700,2427,2050,1
22397,220200,1,1,2,37,53421,53363,9,0,0,0,7007,0,0,1,0,0,0
22398,70300,2,1,2,26,65925,67418,68631,68867,70179,67976,3156,3000,2250,2401,2350,2400,0
22399,70400,1,2,1,38,60518,61928,62747,63090,64470,65828,3007,2400,2000,3004,2508,0,1
22400,160300,1,2,2,32,634,5,640,316,0,316,7,632,316,2,316,316,0
22401,80200,2,2,1,34,53847,55938,56582,57303,58593,59738,3503,2100,2200,2301,2200,2100,0
22402,30100,1,2,2,24,27047,28389,29045,29667,29669,29995,2001,1427,1291,1029,1229,549,0
22403,30300,1,3,1,50,29438,28965,29029,29201,29553,29693,1467,2000,1033,1203,1055,530,0
22404,50300,1,2,1,34,21461,12575,13537,14876,14157,18888,1305,1200,5000,1003,5000,8000,1
22405,140100,2,2,2,32,393,5,6,0,0,0,1,0,0,1,0,0,0
22406,260100,2,2,1,57,2343,5,6,0,58,1058,2,0,0,60,1000,1000,0
22407,160300,1,5,2,34,148,6135,9,0,0,0,6642,0,0,5,0,0,0
22408,240200,1,1,2,36,1,5,7,0,27670,28252,6,0,0,27673,920,920,0
22409,180100,2,2,2,38,1,5,8,0,1482,0,2,0,0,1486,0,9262,0
22410,130400,1,2,1,49,121412,123111,125620,125451,84103,84436,6001,6592,4000,3003,3062,4000,1
22411,80100,2,2,1,55,9719,9420,11260,10777,12096,13895,4,2000,0,1503,2000,0,0
22412,80300,2,2,2,26,3280,4005,6,0,0,0,1002,0,0,3,0,0,0
22413,50400,2,2,2,27,46899,45934,44716,28179,28877,29217,2002,1740,1400,1005,1000,1100,0
22414,200300,2,2,2,28,-1542,8515,4150,15305,10368,5642,12657,0,15305,3,0,16335,0
22415,200100,1,2,1,46,785,395,1176,780,0,390,394,780,0,4,390,780,0
22416,160100,2,3,1,59,2038,68947,40201,942,942,942,68946,40194,942,944,942,942,0
22417,190200,1,3,1,40,94923,97402,99798,102131,104491,106755,4002,4000,4000,4003,4000,4000,0
22418,20100,2,2,1,44,1476,1296,3906,1681,901,0,1292,3898,1681,906,0,0,0
22419,50300,2,2,1,34,944,5,6,0,20650,0,10535,0,0,20651,0,0,0
22420,80500,2,3,1,53,80905,64149,54035,51497,28250,28073,2507,2200,1817,1200,1200,1100,0
22421,30500,1,1,2,30,25266,24565,29135,29845,30257,30779,5,5000,1500,1205,1300,0,1
22422,160200,1,2,2,44,8462,5,6,0,0,0,5,0,0,5,0,0,0
22423,80300,2,3,2,34,107049,103082,98336,93376,87491,80156,5004,5000,5000,2002,8500,3000,0
22424,80500,2,2,2,26,83934,82127,81034,81331,60614,63153,3501,3820,3220,4013,6700,7,0
22425,300300,1,1,1,47,5047,693,6439,3645,2041,1800,691,6495,3681,2448,1910,360,0
22426,160300,1,2,1,33,75639,77225,79135,80710,82749,84871,3404,3800,3500,3503,3500,3600,0
22427,340200,2,1,3,44,139809,176748,34409,205931,265431,270237,873555,1215471,889043,621002,20000,145000,0
22428,330500,1,2,1,51,-8,2755,-18,5344,16566,995,2764,0,5371,16650,1000,997,1
22429,150100,2,3,1,50,84649,76863,62658,59255,45983,52986,5957,0,10000,5,20000,0,1
22430,180400,2,1,2,33,4,5,7,0,0,0,3,0,0,1,0,0,1
22431,290500,2,2,2,35,284153,288498,295340,285867,240773,242655,12004,12500,11000,8002,9300,9000,0
22432,500400,2,2,1,46,4,1381,3725,-200,-200,-200,1380,3723,1319,4,0,0,1
22433,370500,2,1,1,47,26557,1577,166238,168601,171018,600,1574,166235,3372,4021,600,600,0
22434,30400,2,1,2,31,5,5,6,0,0,4443,5,0,0,2,4443,890,0
22435,180500,2,2,1,35,30785,31207,31196,32979,22526,13338,2002,1408,2979,2529,13338,15186,0
22436,80200,2,2,2,25,62551,5,10009,18150,7490,7490,10007,10000,18150,7492,7490,7490,0
22437,30300,2,2,2,29,19339,20223,19615,21778,22124,22622,1507,0,2500,1002,1000,900,0
22438,50200,1,3,2,29,-9801,104,111,249,386,11504,10007,103,245,389,11504,2000,0
22439,360200,1,1,1,41,400,401,405,396,396,846,401,396,396,399,846,396,0
22440,50200,1,2,1,28,28442,23233,21488,18029,18705,18698,1440,1162,2184,874,500,0,0
22441,230200,2,1,2,33,2851,1945,8514,-853,13909,29160,1946,8508,0,19004,19160,0,0
22442,20100,1,3,1,46,18840,18248,18855,17724,17524,0,1,1200,0,1,0,0,1
22443,50400,1,1,2,37,50482,48269,19149,18188,18397,18161,3189,1565,7240,797,1000,673,1
22444,180400,1,2,2,34,173184,168504,170862,177544,172432,173940,2,7326,10000,7004,8000,10000,0
22445,100100,2,2,1,31,75243,73487,76637,82320,83359,85837,1,5000,7000,2502,4000,0,0
22446,130300,2,2,1,51,1505,1032,2181,836,836,0,1034,2172,836,838,0,2508,0
22447,350400,1,1,2,34,15181,4986,19202,4389,1717,4066,4987,15084,2028,1725,4086,2476,0
22448,140200,2,1,2,29,143540,141854,131497,94362,85863,83974,5342,4000,3500,3002,13000,2300,0
22449,90400,2,3,2,27,91567,43206,42228,1769,2269,3269,3007,3000,1000,501,1000,86500,0
22450,60200,1,5,2,24,5364,267,-137,450,202,196,1005,0,1000,3,400,300,0
22451,300200,1,1,1,44,11976,61839,25152,37666,19453,10492,20980,5000,37676,8808,2000,2709,1
22452,80200,2,1,1,34,3,5,1908,7411,1900,0,5,1900,7411,1905,0,0,0
22453,100500,2,3,2,33,85035,49494,50431,51563,780,0,1825,2308,3000,782,0,0,0
22454,80200,1,1,1,41,28056,31206,31600,30787,34513,34995,3605,1200,0,4246,1200,1500,1
22455,110400,1,2,2,28,36774,7616,9284,5751,10592,9701,2002,2000,2000,5002,3470,0,0
22456,10300,1,2,2,28,2990,3459,2924,1473,390,1320,2003,1000,29,395,1320,0,1
22457,450200,1,2,2,38,8014,4014,5234,4715,3275,6422,4028,5241,4729,3286,6441,4285,1
22458,30300,2,3,1,42,1,18398,7509,11216,14333,0,18400,7501,11216,14391,0,0,0
22459,80300,2,5,1,27,74184,75301,74800,75825,77454,78862,3503,4000,3400,4004,3349,2784,0
22460,80200,2,3,1,30,36852,38852,35023,36175,0,0,2002,2000,2000,5,0,0,0
22461,10200,1,2,1,24,8683,8404,8109,8995,8216,7756,2,0,1000,2,500,500,0
22462,80300,1,1,2,47,52677,58073,28125,30656,24750,25543,9006,7000,5004,3005,4000,5000,0
22463,50500,1,3,1,37,74973,76017,77339,70579,63751,56977,2852,2671,2396,2181,2146,2055,1
22464,100100,2,3,1,46,41806,73887,75616,77265,78973,81665,33887,4000,4000,4002,5000,5900,1
22465,290200,2,2,1,37,756,-93,-302,63,227,946,6,0,500,592,1045,0,0
22466,70100,2,2,1,41,393,785,396,390,780,0,787,0,390,781,0,0,0
22467,140200,1,1,2,37,2003,5,6,0,0,0,3,0,0,5,0,0,0
22468,360300,2,2,1,29,1,5,9,0,0,0,7,0,0,0,0,0,0
22469,150400,2,4,2,31,17198,12996,3311,11164,18803,22891,2018,3310,11164,18805,10000,16910,0
22470,130200,1,3,2,55,7478,6524,1409,5773,2464,2108,6545,1411,5790,2573,2214,4172,0
22471,20500,2,2,1,31,10748,11563,9969,10310,10372,9838,1321,1150,499,362,573,193,0
22472,170300,2,1,2,28,89911,61790,17856,14000,124208,122955,8946,3848,4000,124211,5000,5000,0
22473,30400,2,3,1,53,27969,25822,27105,27930,16288,17023,1725,2000,1700,1002,1000,1000,0
22474,200100,1,1,2,35,66475,67015,67634,68085,69445,71242,2390,2485,2414,2437,2863,3000,0
22475,70300,1,3,1,36,27920,31014,31922,32394,31574,34053,3583,1700,1300,1,3000,1385,0
22476,50100,1,3,2,46,48323,49062,48068,48097,8107,6934,3006,3000,3000,3003,3600,4800,0
22477,50400,1,2,1,42,43479,48926,34888,31820,9965,10017,40008,1636,1800,346,400,400,0
22478,400500,2,1,2,29,10434,24984,29934,25423,7064,15920,24035,14062,1824,42,15673,16694,0
22479,350200,1,2,1,48,301556,287785,295147,291422,279294,276594,6,21300,10000,2,9500,9500,1
22480,220100,2,2,1,39,158499,156009,149684,152724,142064,142649,7006,7000,7100,5001,5400,5600,0
22481,120500,2,2,1,43,114743,113999,113996,115225,116511,112823,4044,5000,4000,5005,4000,5000,0
22482,110300,2,2,1,42,93471,87753,109524,107403,81794,78463,4442,76000,5000,4002,3000,5000,0
22483,160300,1,3,2,32,275242,280908,272427,0,0,0,8372,9368,0,2,0,0,0
22484,100500,2,1,2,25,100018,97567,104371,101783,101603,103457,4,8440,0,3874,7733,0,1
22485,90200,2,2,2,25,13813,4305,2754,1048,450,450,4338,4448,6980,4,0,711,0
22486,210200,2,1,2,41,54906,46667,46171,46039,32903,34534,2006,2100,2000,1503,2000,2000,0
22487,80400,2,2,1,37,75533,79329,76097,75892,77310,80752,7002,0,3000,4003,5000,0,0
22488,100300,2,3,1,40,97949,99585,92306,184134,70400,0,4303,4068,2037,1410,0,0,0
22489,30100,2,2,1,28,20582,21637,24273,24572,24872,25427,1703,3300,1000,1005,1100,1000,1
22490,50400,1,2,2,25,35169,29050,15197,7582,7741,7958,1306,1106,1500,283,346,159,0
22491,200300,2,1,2,30,205685,196812,191758,178560,170092,161850,2,9025,8030,5644,6054,5100,1
22492,150200,2,2,1,34,42935,42015,46014,47978,49100,50181,2,5000,3000,2003,2000,2000,1
22493,80100,2,3,1,43,71651,5,6,0,0,0,3,0,0,3,0,0,0
22494,450300,2,1,2,33,4,5,9,0,0,0,4,0,0,1,0,0,0
22495,260500,1,1,2,35,254333,257633,161553,0,0,0,11712,7503,0,5,0,195603,0
22496,100200,1,4,2,29,1002,5,7,0,0,0,4,0,0,5,0,0,0
22497,70300,2,1,2,25,8882,10082,11209,11320,11487,11895,1503,1600,600,501,600,2600,0
